"ORDER #76543

Dear Brian,

We trust this email finds you well. We're excited to share the current status of your recent order filled with stylish he decor items. Our team is dedicated to transforming your space into a cozy haven.

Order Details:
Item                         Quantity     Price
---------------------------------------------
Area Rug                  1                    $129.99
Throw Pillows         3                    $19.99 each
Wall Art Print         2                    $49.99 each

Subtotal: $299.93
Shipping: $20.00
Tax: $24.95
Total: $344.88 USD

Order Status:
1. **Payment Confirmed**: Your payment has been successfully verified.
2. **Processing**: Your selected items are undergoing quality checks.
3. **Packing**: Our team is caref",invoice,Order #8741 Confirmation & Details - Poole-Parker
"Subject: Invoice for Your Recent Online Purchase

Dear [Custer's Name],

Thank you for shopping with us! Below is the invoice for your recent online purchase:

Invoice Number: INV-20250301-002
Date: March 1, 2025

Item Details:
1. Product: Laptop Cooling Pad
   Quantity: 1
   Unit Price: $29.99

2. Product: Wireless Mouse
   Quantity: 2
   Unit Price: $14.99 each

Subtotal: $59.97
Tax (5%): $3.00
Total Amount: $62.97 USD

Payment Method: MasterCard ending in 5678

Please make the payment by March 15, 2025, to avoid any late fees. You can use the following link to pay online: [Payment Link]

If you have any questions or concerns regarding this invoice, feel free to contact our billing department at billing@onlinestore.c.

Thank you for your purchase!

Best regards,
Online Store Billing Team",invoice,Receipt of Payment for Order #5519 from Ortiz PLC
"Subject: Subscription Renewal Invoice

Dear [Subscriber's Name],

Thank you for being a valued subscriber to StreamNow! Below is the invoice for the renewal of your premium subscription:

Invoice Number: INV-20250515-001
Date: May 15, 2025

Subscription Details:
- Plan: Premium Monthly
- Renewal Date: June 1, 2025
- Amount: $9.99

Payment Method: Visa ending in 9876

To continue enjoying uninterrupted streaming, please ensure the payment is processed by June 1, 2025. Click [Payment Link] to renew your subscription.

If you have any questions, contact our support team at support@streamnow.c.

Best regards,
StreamNow Billing Team",invoice,Receipt of Payment for Order #2417 from Gardner Inc
"Subject: Invoice for Consulting Services

Dear [Client's Name],

We appreciate your partnership with Business Solutions Consultancy. Below is the invoice for the consulting services provided:

Invoice Number: INV-20250810-003
Date: August 10, 2025

Service Details:
- Consulting Hours: 20 hours
- Hourly Rate: $150.00
- Total: $3,000.00

Payment Method: Bank Transfer (details provided in the attached document)

Please remit the payment by August 25, 2025. If you have any questions or need further clarification, contact our billing department at billing@businessconsult.c.

Thank you for choosing Business Solutions Consultancy!

Best regards,
Business Solutions Consultancy Billing Team",invoice,"Thank You for Your Order #3395 - Smith, Brown and Martinez"
"Subject: Monthly Rent Invoice - November 2025

Dear [Tenant's Name],

Attached is the invoice for your monthly rent due in November 2025:

Invoice Number: INV-20251105-005
Date: October 5, 2025

Rental Details:
- Property Address: [Your Address]
- Monthly Rent: $1,200.00
- Due Date: November 1, 2025

Payment Method: Direct Debit (details provided in the attached document)

Ensure the payment is processed by November 1, 2025, to avoid any late fees. For inquiries, contact our property management team at billing@propertymgmt.c.

Thank you for your prpt attention.

Best regards,
Property Management Services Team",invoice,Order #3021 Processed Successfully by Scott-Padilla
"Subject: Invoice for Software License Renewal

Dear [Custer's Name],

Thank you for choosing Software Solutions Inc. Below is the invoice for the renewal of your software license:

Invoice Number: INV-20260115-004
Date: January 15, 2026

License Details:
- Software: ProSuite 2026
- Renewal Period: 1 year
- Renewal Fee: $199.99

Payment Method: PayPal (details provided in the attached document)

Please cplete the payment by January 31, 2026, to maintain access to software updates and support. Contact billing@softwaresolutions.c for assistance.

Best regards,
Software Solutions Inc. Billing Team",invoice,"Your Purchase with Order ID 3044 is Ready - Schmidt, Tate and Monroe"
"Subject: Invoice for Graphic Design Services

Dear [Client's Name],

We appreciate the opportunity to work on your graphic design project. Below is the invoice for the services rendered:

Invoice Number: INV-20260320-007
Date: March 20, 2026

Service Details:
- Design Project: Brand Logo Redesign
- Total Hours: 15 hours
- Hourly Rate: $50.00
- Total: $750.00

Payment Method: Stripe (details provided in the attached document)

Please process the payment by April 5, 2026. Feel free to reach out to billing@creativedesigns.c if you have any questions.

Thank you for choosing Creative Designs Studio!

Best regards,
Creative Designs Studio Billing Team",invoice,Details of Your Recent Purchase (Order #3261) from Thornton-Mccullough
"Subject: Invoice for Medical Services

Dear [Patient's Name],

Attached is the invoice for the medical services provided during your recent visit:

Invoice Number: INV-20260608-009
Date: June 8, 2026

Service Details:
- Consultation with Dr. Smith
- Diagnostic Tests
- Medications

Total Amount: $350.00

Payment Method: Health Insurance (details provided in the attached document)

Please review the invoice and contact billing@healthcare.c for any clarification. We wish you continued good health.

Best regards,
HealthCare Specialists Billing Team",invoice,"Thank You for Your Order #8027 - Moreno, Hickman and Case"
"Subject: Your receipt fr Apple.Your Apple ID was used to purchase Premium Plan - Yearly. Receipt Save 3% on all your Apple purchases with Apple Card.1Apply and use in minutes2 APPLE IDahm203 BILLED TOAmex .... 2007 (Apple Pay) 41 4th PlaceBrooklyn, NY 11231USA DATEJan 14, 2024ORDER IDMLDZF0XTKVDOCUMENT NO.207751466946App StoreTiny Scanner: PDF Scanner AppPremium Plan - Yearly (Yearly)Renews Jan 4, 2025AW iPhone 13Report a Problem$29.99Subtotal $29.99 Tax $2.66TOTAL$32.65 Save 3% on all your Apple purchases.Apply and use in minutes 1. 3% savings is earned as Daily Cash and is transferred to your Apple Cash card when transactions post to your Apple Card account. If you do not have an Apple Cash card, Daily Cash can be applied by you as a credit on your statement balance. 3% is the total amount of Daily Cash earned for these purchases. See the Apple Card Custer Agreement for more details on Daily Cash and qualifying transactions.2. Subject to credit approval.To access and use all the features of Apple Card, you must add Apple Card to Wallet on an iPhone or iPad with iOS or iPadOS 13.2 or later. Update to the latest version of iOS or iPadOS by going to Settings > General > Software Update. Tap Download and Install.Available for qualifying applicants in the United States.Apple Card is issued by Goldman Sachs Bank USA, Salt Lake City Branch.If you reside in the US territories, please call Goldman Sachs at 877-255-5923 with questions about Apple Card. Privacy: We use aSubscriber ID to provide reports to developers. Get help with subscriptions and purchases.Visit Apple Support.Learn how to manage your password preferences for iTunes, Apple Books, and App Store purchases.You have the option to stop receiving email receipts for your subscription renewals. If you have opted out, you can still view your receipts in your account under Purchase History. To manage receipts or to opt in again, go toAccount Settings. Apple ID Summary â¢ Terms of Sale â¢ Privacy Policy Copyright Â© 2024 Apple Inc.All rights reserved Receipt Save 3% on all your Apple purchases with Apple Card.1Apply and use in minutes2APPLE IDahm203ORDER IDMLDZF0XTKVDOCUMENT NO.207751466946 DATEJan 14, 2024 BILLED TOAmex .... 2007 (Apple Pay) 41 4th PlaceBrooklyn, NY 11231USA App StoreTiny Scanner: PDF Scanner AppPremium Plan - Yearly (Yearly)Renews Jan 4, 2025AW iPhone 13Report a Problem$29.99Subtotal $29.99Tax $2.66TOTAL$32.65 Save 3% on all your Apple purchases.Apply and use in minutes 1. 3% savings is earned as Daily Cash and is transferred to your Apple Cash card when transactions post to your Apple Card account. If you do not have an Apple Cash card, Daily Cash can be applied by you as a credit on your statement balance. 3% is the total amount of Daily Cash earned for these purchases. See the Apple Card Custer Agreement for more details on Daily Cash and qualifying transactions.2. Subject to credit approval.To access and use all the features of Apple Card, you must add Apple Card to Wallet on an iPhone or iPad with iOS or iPadOS 13.2 or later. Update to the latest version of iOS or iPadOS by going to Settings > General > Software Update. Tap Download and InstallAvailable for qualifying applicants in the United States.Apple Card is issued by Goldman Sachs Bank USA, Salt Lake City Branch.If you reside in the US territories, please call Goldman Sachs at 877-255-5923 with questions about Apple Card. Privacy: We use aSubscriber ID to provide reports to developers. Get help with subscriptions and purchases.Visit Apple Support.Learn how to manage your password preferences for iTunes, Apple Books, and App Store purchases.You have the option to stop receiving email receipts for your subscription renewals. If you have opted out, you can still view your receipts in your account under Purchase History. To manage receipts or to opt in again, go toAccount Settings. Apple ID Summary â¢ Terms of Sale â¢ Privacy Policy Copyright Â© 2024 Apple Inc.All rights reserved",invoice,"Details of Your Recent Purchase (Order #8940) from Rodriguez, James and David"
"Subject: Fwd: Justworks invoice for $14,422.86 will be debited on 01/09/2024To: . <.> ---------- Original Message ---------- Subject: Fwd: Justworks invoice for $14,422.86 will be debited on 01/09/2024 Sent fr my iPhone Begin forwarded message: Subject: Justworks invoice for $14,422.86 will be debited on 01/09/2024 Fischer Jordan LLC Justworks invoice for $14,422.86 will be debited on 01/09/2024 Hi ,Your Justworks invoice for $14,422.86 is being debited fr your bank account ending in XXXX8140.Invoice ID5A9B287D-4BE9-480D-B9B0-C394734F788FAmount Due$14,422.86Debit Date01/09/2024PaymentDirect debit fr XXXX8140You can view the full details of this invoice, including a detailed breakdown of all earnings, taxes and fees, by signing into Justworks and clicking on Payments > Invoices.Please ensure that sufficient funds are present in your account to cover this debit.As always, please donât hesitate to reach out if you have any questions. You can reach us at 1â888â534â1711 or support@justworks.cThanks, The Justworks TeamThis email was sent as a result of an action that you or seone in your organization took. Add support@justworks.c to your address book to ensure delivery to your inbox.Justworks, Inc. and its affiliates. 55 Water St, 29th Floor, New York, NY 10041",invoice,Successful Transaction for Order #7640 - Glenn-Snyder
"Subject: Fwd: E-Bill for JioFiber connection having JioFixedVoice Number 9133xxxxx958To: . <.> ---------- Original Message ---------- Subject: Fwd: E-Bill for JioFiber connection having JioFixedVoice Number 9133xxxxx958 ---------- Forwarded message --------- Subject: E-Bill for JioFiber connection having JioFixedVoice Number 9133xxxxx958 To: <200mundra> Dear Custer, Thank you for choosing Jio. Please find attached your 11-Dec-2023 e-bill for JioFiber connection having JioFixedVoice Number +9133xxxxx958. Bill summary: Bill Period: 11-Nov-2023 to 10-Dec-2023 Total Amount payable: Rs. 470.81 Payment due date: 20-DEC-2023 Your e-bill is password protected. Your 8-character password is a cbination of the first four letters of connection holder's name and the last 4 digits of your Jio number. For example, if this connection is in the name of RAVI SHANKAR and your Jio number is 7XXXX X2345, then the password to view your eBill would be ravi2345. To view your bill, click http://jio.c/my_bills To make it easier for you to understand the bill, we are sharing a step by step guide. Click https://t.jio/JioFiber_BillGuide to view. Jio offers you a range of payment options- you can pay your bill by visiting www.jio.c or by using the MyJio app. Online payments can be made using card, netbanking or through wallets. Thank you, Team JioFiber",invoice,Confirmation for Your Order #4700 - Ramos PLC
"Subject: Fwd: Your Amazon.in order #407-3548925-5528308 of 2 itemsTo: . <.>---------- Forwarded message ---------Subject: Your Amazon.in order #407-3548925-5528308 of 2 itemsTo: <khandu2017> Your Orders | Your Account | Amazon.in Order Confirmation Order # 407-3548925-5528308 Order # 407-7837076-9575526 Hello , Thank you for your order. Weâll send a confirmation when your order ships. Your estimated delivery date is indicated below. If you would like to view the status of your order or make any changes to it, please visit Your Orders on Amazon.in. Your purchase has been divided into 2 orders. Order summary Order #407-3548925-5528308 Placed on Saturday, January 6, 2024 Arriving: Monday, January 8 Your shipping speed: Delivery View or manage order Your order will be sent to:  MUMBAI, MAHARASHTRA India Item Subtotal: Rs.1,399.00 Shipping & Handling: Rs.40.00 Protion Applied: -Rs.40.00 Order Total: Rs.1,399.00 Order #407-7837076-9575526 Placed on Saturday, January 6, 2024 Arriving: Saturday, January 13 Your shipping speed: Standard Delivery View or manage order Your order will be sent to:  MUMBAI, MAHARASHTRA India Item Subtotal: Rs.1,379.00 Shipping & Handling: Rs.0.00 Order Total: Rs.1,379.00 If you use a mobile device, you can receive notifications about the delivery of your package and track it fr our free Amazon app. To ensure your safety, the Delivery Agent will drop the package at your doorstep, ring the doorbell and then move back to maintain adequate distance while waiting for you to collect your package. We hope to see you again soon. Amazon.in Bargain recmendationsOnsitego 1 Year Extended Warranty for...â¹85.00KINGZONEÂ® White Soft Racron Polyester...â¹197.00 This email was sent fr a notification-only address that cannot accept incing email. Please do not reply to this message.",invoice,Thank You for Your Order #6193 - Mclean and Sons
"Subject: Your Amazon.c order of ""Apple EarPods Headphones..."" and 1 more item.Reply-To: no-reply@amazon.cï»¿ Order Confirmation Hello , Thank you for shopping with us. Weâll send a confirmation when your items ship. Details Order #113-2310003-5450612 Arriving: torrow, November 13 View or manage order Ship to:  REDONDO BEACH, CA Order Total: $26.26 iPhone Charger 3pack 10FT A... Qty : 1 Apple EarPods Headphones wi... Qty : 1 We hope to see you again soon. Amazon.c Recmendations for items fr across our storeSkinnyPop Popped Sweet & Salty Kettle...$3.69SkinnyPop Popcorn, Gluten Free,...$6.49 The payment for your invoice is processed by Amazon Payments, Inc. P.O. Box 81226 Seattle, Washington 98108-1226. If you need more information, please contact (866) 216-1075 By placing your order, you agree to Amazon.câs Privacy Notice and Conditions of Use. Unless otherwise noted, items sold by Amazon.c are subject to sales tax in select states in accordance with the applicable laws of that state. If your order contains one or more items fr a seller other than Amazon.c, it may be subject to state and local sales tax, depending upon the seller's business policies and the location of their operations. Learn more about tax and seller information. Items in this order may be subject to California's Electronic Waste Recycling Act. If any items in this order are subject to that Act, the seller of that item has elected to pay any fees due on your behalf. This email was sent fr a notification-only address that cannot accept incing email. Please do not reply to this message.",invoice,"Successful Transaction for Order #3025 - Davis, Dillon and Vazquez"
"Subject: We got your order.Order #12248 We got your order.Hi , we're getting your order ready to be shipped. Weâll let you know when itâs on the way.Please note that due to high volume, delivery times may take a bit longer than usual. No need to worry, our team is working hard to get you your order as soon as possible. View your order or Visit our store Order summary (6-Pack) Sea Salt Flackers Ã 3$107.82 DiscountFEAST20-$21.57Subtotal$86.25Shipping$0.00Taxes$0.00 Total$86.25 USDYou saved$21.57 Custer information Shipping address 41 4th PlaceBrooklyn NY 11231United StatesBilling address 41 4th PlaceBrooklyn NY 11231United States Shipping methodFree ShippingPayment methodending with 2007 If you have any questions, reply to this email or contact us atadmin@flackerscEdit or Cancel Order Please edit or cancel within two hours of placing your order.Reorder",invoice,"Successful Transaction for Order #1579 - Mclaughlin, Day and Davis"
"Subject: Order 420117759 confirmedOrder 420117759 Thank you for your purchase!Hi , we're getting your order ready to be shipped. We will notify you with a tracking number when it's on the way!View your order or Visit our store Order summary Powder Roper Glove Ã 1Standard Gray / L$118.30 Subtotal$118.30Shipping$0.00 Total$118.30 USD Custer information Shipping address 41 4th PlaceBrooklyn NY 11231United StatesBilling address 41 4th PlaceBrooklyn NY 11231United States Shipping methodFree Ground (5-7 business days)Payment methodPayment method Psst - it's a really good idea to sign up for our newsletter: New subscribers get 20% off their next order! Already a subscriber? We love you, keep an eye on your inbox for more exclusive deals and news! Join our newsletter >If you have any questions, reply to this email or contact us atShop@Duckworthco.cNeed to exchange or return an item? Visit our return portal here.",invoice,Thank You for Your Order #7419 - Mcclure-Palmer
"Subject: Order 149594 confirmedThank you!Hi , weâre getting your order ready to ship!We'll let you know when it's on the way. Stay tuned!VIEW YOUR ORDER While we have you, we wanted to let you know how much your order means to all of us here. Your support allows us to continue our missionâto make superfoods more affordableâall while being fair to farmers, taking care of our employees and our planet, and guaranteeing everything is super high quality.THEREâS SO MUCH MORE WE WANT TO DO.WEâRE SO GLAD WE CAN DO IT TOGETHER!Order Number149594 Chia Seeds Black Ã 4 Lb - Value Size 4990104 $28.49Spirulina Powder Ã 3 Lb - Value Size 4250303 $57.99Blue Spirulina Powder, Organic Ã 1 Oz Jar 4250509 $22.49Coconut Chips (Toasted) Ã 1.5 Lb - Value Size 4221404 $15.99Cacao Powder Ã 2 Lb - Value Size 4111102 $17.99Cacao Beans (Unpeeled) Ã 3 Lb - Value Size 4110103 $28.99Turmeric Powder Ã 3.5 Lb - Value Size 4771635 $82.98Wheatgrass Juice Powder Ã 1 Lb - Value Size 4550207 $76.98Nutritional Yeast (Fortified) Ã 16 Oz 4881301 $16.99Dry Roasted and Salted Cashews Ã 3 Lb - Value Size 4880842 $31.49Wheatgrass Juice Powder Ã 5 Oz 4550213 $16.99Coconut Oil (Extra-Virgin) Ã 32 Oz 4220585 $18.99Ceylon Cinnamon Powder Ã 16 Oz 4770578 $16.99 Subtotal$346.68Shipping$0.00 Total$346.68 USDYou saved$86.67 SHIPPING ADDRESS  41 4th Place Brooklyn, NY 11231 BILLING ADDRESS  41 4th Place Brooklyn, NY 11231 SHIPPING METHOD FedEx Ground - 5 business days or less (Saturday and Sunday not included)PAYMENT METHODâIf you have any questions, reply to this email, or contact us atservice@terrasoul.c",invoice,"Details of Your Recent Purchase (Order #6933) from Perez, Baxter and Riley"
"Subject: A shipment fr order #20100656 is on the wayOrder #20100656 The last items in your order are on the wayThe last items in your order are on the way. Track your shipment to see the delivery status. View your order or Visit our storefedex tracking number: 787238968582 Items in this shipment Resistance Bands - Set of 5 Strengths With Handles, Foot Straps And Door Anchor Ã 1AKTION (-$0.00) Pull-Up Bands / Resistance Bands in Different Strengths - Includes Exercise Guide Ã 1Set of 3 (LIGHT + MEDIUM + STRONG)AKTION (-$0.00) Push-Up Bars With Ergonical Wooden Handle - Premium Push-Up Stands For Push-Ups And Handstand Ã 1AKTION (-$0.00) If you have any questions, reply to this email or contact us atservice@pullup-dip.c",invoice,Order #6174 Processed Successfully by Vasquez and Sons
"Subject: Your Myntra Order Confirmation. Please share your feedbackTo: <200mundra> Hello Anisha Singh! Sit Back And Relax. Your Order Is Confirmed on Sun, 10 Dec We know you can't wait to get your hands on it, so we've begun prepping for it right away. For safer and contactless experience, you can pay online till the items are out for delivery. VIEW ORDER DETAILS PAY ONLINE Delivery by Sat, 16th Dec Please Share Your Experience Based on your purchase experience on the Myntra app/website, how likely are you to recmend Myntra to your friends and family ?12345Not at all likelyHighly likelyQuick DetailsYour order ID1254107-2182454-8576201boohoAN Coversational Print Pure Cotton Oversiz... Size L | Qty 1 â¹483.00 â¹2149.00 Saved â¹1666.00 Sold by: Superc NetLevis Graphic Printed Pure Cotton T-shirt Size M | Qty 1 â¹537.00 â¹1299.00 Saved â¹762.00 Sold by: Levi Strauss India Pvt LtdboohoAN Men Oversized Love Logo Drop-Shoulder S... Size L | Qty 1 â¹393.00 â¹1749.00 Saved â¹1356.00 Sold by: Superc Net Price breakup MRPâ¹5197.00Discount- â¹3626.00Discounted Priceâ¹1571.00 Coupon Discount - â¹158.00 Platform Fee â¹20.00 Cash/Pay on Delivery Fee â¹10.00Total Amount â¹1443.00 Net Paid â¹1443.00 You saved â¹3784.00 on this order. Pay on delivery Pay Online (till out for delivery) Delivg atAnisha Singh,5/60, Viraj khand gti nagar, Gtinagar, Lucknow, Uttar Pradesh226010 Inspiration Fr Myntra Studio Ankit Vaid9.9k followersCreativity ces fr a conflict of ideas. #mencasualwear #menfashion #mentshirts #boohoan #oversizedtshirtsSonali Malhotra13.9k followersKeepinâ it casual and cfortable. #wenfashion #wencasualwear #wentshirt #tshirtforwen #door74 #typographyprinted #oversizedStudioSee more such inspirational stuff on Myntra Studio What's next? We will send you a confirmation once your order is prepped and ready to ship. Need help? For queries, or any assistance contact us",invoice,Your Purchase with Order ID 9323 is Ready - Berry-Hicks
"Subject: Fwd: Your receipt fr Apple.To: . <.> ---------- Original Message ---------- Subject: Fwd: Your receipt fr Apple. Sent fr my iPhone Begin forwarded message: Subject: Your receipt fr Apple. Your Apple ID was used to purchase YouTube Premium. Receipt Save 3% on all your Apple purchases with Apple Card.1 Apply and use in minutes2 APPLE IDbBILLED TO Amex .... 8000 (Apple Pay)   125 maiden lane ste 307 New York, NY 10038 USADATEDec 9, 2023ORDER IDMLY84ZMTV0DOCUMENT NO. 187737872980 App Store YouTube: Watch, Listen, Stream YouTube Premium (Monthly)Renews Dec 29, 2023 Write a Review | Report a Problem$18.99 Subtotal $18.99 Tax $1.69 TOTAL $20.68 Save 3% on all your Apple purchases. Apply and use in minutes 1. 3% savings is earned as Daily Cash and is transferred to your Apple Cash card when transactions post to your Apple Card account. If you do not have an Apple Cash card, Daily Cash can be applied by you as a credit on your statement balance. 3% is the total amount of Daily Cash earned for these purchases. See the Apple Card Custer Agreement for more details on Daily Cash and qualifying transactions. 2. Subject to credit approval. To access and use all the features of Apple Card, you must add Apple Card to Wallet on an iPhone or iPad with iOS or iPadOS 13.2 or later. Update to the latest version of iOS or iPadOS by going to Settings > General > Software Update. Tap Download and Install. Available for qualifying applicants in the United States. Apple Card is issued by Goldman Sachs Bank USA, Salt Lake City Branch. If you reside in the US territories, please call Goldman Sachs at 877-255-5923 with questions about Apple Card. Privacy: We use a Subscriber ID to provide reports to developers. Get help with subscriptions and purchases. Visit Apple Support. Learn how to manage your password preferences for iTunes, Apple Books, and App Store purchases. You have the option to stop receiving email receipts for your subscription renewals. If you have opted out, you can still view your receipts in your account under Purchase History. To manage receipts or to opt in again, go to Account Settings. Apple ID Summary â¢ Terms of Sale â¢ Privacy Policy Copyright Â© 2023 Apple Inc.All rights reserved Receipt Save 3% on all your Apple purchases with Apple Card.1Apply and use in minutes2 APPLE IDb ORDER IDMLY84ZMTV0 DOCUMENT NO. 187737872980 DATE Dec 9, 2023BILLED TO Amex .... 8000 (Apple Pay)   125 maiden lane ste 307 New York, NY 10038 USA App Store YouTube: Watch, Listen, Stream YouTube Premium (Monthly)Renews Dec 29, 2023 Write a Review | Report a Problem$18.99 Subtotal $18.99 Tax $1.69 TOTAL$20.68 Save 3% on all your Apple purchases. Apply and use in minutes 1. 3% savings is earned as Daily Cash and is transferred to your Apple Cash card when transactions post to your Apple Card account. If you do not have an Apple Cash card, Daily Cash can be applied by you as a credit on your statement balance. 3% is the total amount of Daily Cash earned for these purchases. See the Apple Card Custer Agreement for more details on Daily Cash and qualifying transactions. 2. Subject to credit approval. To access and use all the features of Apple Card, you must add Apple Card to Wallet on an iPhone or iPad with iOS or iPadOS 13.2 or later. Update to the latest version of iOS or iPadOS by going to Settings > General > Software Update. Tap Download and Install. Available for qualifying applicants in the United States. Apple Card is issued by Goldman Sachs Bank USA, Salt Lake City Branch. If you reside in the US territories, please call Goldman Sachs at 877-255-5923 with questions about Apple Card. Privacy: We use a Subscriber ID to provide reports to developers. Get help with subscriptions and purchases. Visit Apple Support. Learn how to manage your password preferences for iTunes, Apple Books, and App Store purchases. You have the option to stop receiving email receipts for your subscription renewals. If you have opted out, you can still view your receipts in your account under Purchase History. To manage receipts or to opt in again, go to Account Settings. Apple ID Summary â¢ Terms of Sale â¢ Privacy Policy Copyright Â© 2023 Apple Inc.All rights reserved",invoice,"Order #1120 Processed Successfully by Lang, Burns and Williams"
"Subject: Fwd: Vons Delivery Order ConfirmationTo: . <.> ---------- Original Message ---------- Subject: Fwd: Vons Delivery Order Confirmation Sent fr my iPhone Begin forwarded message: Subject: Vons Delivery Order ConfirmationReply-To: Vons <reply@email.shop.safeway.c> Hi ,Thanks for placing an order with us!Order #76510119Delivery Date & TimeDecember 1, 20232:00 PM â 4:00 PM Delivery Address520 EsplanadeApt DRedondo Beach, CA 90277Order DetailsItem DescriptionQty.Est. Total PriceStreits Passover Matzos - 5 Lb4$59.96 Order SummaryItems (4) $79.96Estimated Savings â$20.00SAVE20 â$20.00Estimated Subtotal $59.96Estimated Taxes and Fees $0.50Sales Tax $0.00Delivery Fee$5.95Actual Price $5.95 Discounted Price$0.00Bag Fee $0.50Driver Tip $2.00 Estimated Total $62.46 Your order may be delivered by one of our third-party delivery partners. Thanks, Vons.c For Custer Support, please call 1-877-505-4040. Shop Vons for U Sign In California Proposition 65 Warning: Many food and beverage cans have linings containing bisphenol A (BPA), a chemical known to the State of California to cause harm to the female reproductive system. Jar lids and bottle caps may also contain BPA. You can be exposed to BPA when you consume foods or beverages packaged in these containers. For more information, go to: www.P65Warnings.ca.gov/BPA. Online Pricing Policies : You will pay the prices, fees, and other charges, and receive the protions, offers, discounts, and savings applicable to your order at the time of online checkout, regardless of the date of scheduled delivery/pickup. The Estimated Total shown at checkout (i) includes coupons you clipped, Buy One, Get One or similar deals, Vons for Uâ¢ Program Member price (where applicable), sale prices and Pro Code discounts; delivery fees, if applicable; and the estimated cost of items sold by weight, but (ii) does not include certain applicable taxes, bottle/can deposits, and bag/other fees (unless noted); the final cost of items sold by weight; the cost of substituted items; or reductions for out of stock items removed fr your order. Any negative balance/credit amount shown resulting fr Pro Codes, coupons, or other protions, offers, and discounts will be adjusted to $0. The final amount shown on your receipt at the time of delivery or pick up will reflect these adjustments. A hold will be placed on your debit/credit card for the estimated total and will reduce the amount available to spend fr your account. Your bank may take up to 5 business days after delivery/pickup to release the hold and display your final charge. Vons for Uâ¢ account: Vons for Uâ¢ account offers are personalized to the loyalty account holder and the store the account holder has selected as their location for in-store purchases. Prices, protions, offers, discounts, and savings applicable to the store associated with your account may not apply to online delivery orders or to pickup orders fr a different store. A $30 minimum purchase amount (excluding applicable taxes, delivery and service fees, and bottle/can deposits) is required to process your order. In certain jurisdictions, this minimum purchase amount calculation excludes fluid dairy, alcoholic beverages and tobacco products. Products subject to availability. In the event a product is unavailable, we reserve the right to cplete and fill the remainder of your order in accordance with your selected substitution preferences or to cancel your order. Your receipt will indicate if substitutions are made. You will not be charged for Products unavailable at the time of delivery or pick up. We reserve the right to impose quantity limits on products ordered. We also reserve the right to (i) modify or cancel any offer, protion, discount or savings and/or to correct typographical, pictorial and other ad or pricing errors and (ii) limit the quantities of items in each offer. Additional quantities will be charged at regular price when transactional limits apply. No rainchecks. If your order contains alcoholic beverages, tobacco, and/or other age-restricted items, seone over the age of 21 must be present to accept and/or sign for delivery (or pickup). We reserve the right to request that valid (non-expired, government issued) photo identification and/or the payment method used to place the order be presented to the delivery driver or the Store Associate upon arrival for verification purposes. We are now practicing contract-free social distancing for delivery and pickup. If there are no age-restricted items in your, the delivery driver will leave them at your doorstep. Albertsons Cpanies is not responsible for the times in your order once bags are left on your doorstep, including without limitation, any theft, spoilage, or damage. To maintain the integrity of your items, we recmend that you refrigerate or freeze perishable items upon receipt. For the safety of your account, we use certain industry standard security protocols, which may include forwarding certain transaction information to third-party fraud detection services. Those services are prohibited fr using your information for any other purpose. If we suspect any fraudulent activity on your account, we will prptly notify you that the processing of your order may be delayed and/or cancelled if necessary. We reserve the right to decline orders, refuse partial or full delivery, terminate accounts, and/or cancel orders at our sole discretion. Emails are sent fr the no-reply@status.vons.c dain. Please add no-reply@status.vons.c to your address book and safe sender list. Privacy Policy | Accessibility Statement Having trouble viewing this email? View in browser Copyright Â© 2023 by Albertsons Cpanies, Inc. All rights reserved.Contact us at 250 E. Parkcenter Blvd, Boise, ID 83706.",invoice,Order #6159 Processed Successfully by Kelly and Sons
"Subject: Fwd: Fw: Thank You for Your Order (#C00940169768)To: khandu2017 <khandu2017> ---------- Original Message ---------- Subject: Fw: Thank You for Your Order (#C00940169768) ----- Forwarded Message ----- Subject: Fw: Thank You for Your Order (#C00940169768) ----- Forwarded Message ----- Subject: Thank You for Your Order (#C00940169768) Get your order summary, estimated delivery date and more. Shipping to:  132 E 38th St, New York, NY 10016-2602 Thanks, ! We're On It.Your order's in. We're working to get it packed up and out the door. We may send your order in more than one shipment, and if we do, we'll send a shipping confirmation email as each shipment goes out.Estimated Delivery Date Jul 18, 2022Nike Zo Prevail Men's Running Shoes$47.98Size 9Estimated Delivery Date Jul 19, 2022Nike React Infinity Run Flyknit 2 A.I.R. Kelly Anna London Men's Road Running Shoes$76.78Size 9Order NumberC00940169768Order Date Jul 11, 2022 Order Status Payment**** **** **** 0000Subtotal$124.76Shipping & Handling$0.00Total$124.76 Top Picks For You Get HelpCancel OrderReturn PolicyContact OptionsGift Card Balance 1-800-806-64534 am - 11 pm PT Nike.c Men Wen Kids CustizeWeb Version Privacy PolicyPlease contact us if you have any questions. (If you reply to this email, we won't be able to see it.)Â© 2022 Nike, Inc. All Rights Reserved.NIKE, INC. One Bowerman Drive, Beaverton, Oregon 97005, USA.",invoice,Order #6426 Confirmation & Details - Davis Group
